problem,reason,arm_id,status,mode,layer,workers,mean_core_score,min_core_score,max_core_score,mean_all_test_score,min_all_test_score,max_all_test_score,full_pass_workers,full_core_workers,mean_duration_sec,total_input_tokens,total_output_tokens,mean_received_results,mean_received_experience_chars,mean_snapshot_bytes,mean_output_experience_chars
datagate,Prospective continuation calibration using SCBench's official default pass policy so partial earlier checkpoints do not prevent observation of the target checkpoint.,no_transfer-34012cbeb7754bc6a3c503b4ec63849f,completed,no_transfer,1,1,1.0,1.0,1.0,0.9540229885057471,0.9540229885057471,0.9540229885057471,0,1,1091.823547899985,930665,47479,0,0,13782,10000
